Accession	Virus	Strain	Author	Publication_Title	Journal	Database
GQ398281	Dengue (denv2)	DENV_2/PR/27DN/1994	?			Genbank
GQ398278	Dengue (denv2)	DENV_2/PR/40DN/1994	?			Genbank
GQ398277	Dengue (denv2)	DENV_2/PR/38DN/1994	?			Genbank
EU596485	Dengue (denv2)	DENV_2/US/BID_V1378/1996	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569714	Dengue (denv2)	DENV_2/US/BID_V1396/1997	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569710	Dengue (denv2)	DENV_2/US/BID_V1383/1996	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569716	Dengue (denv2)	DENV_2/US/BID_V1398/1997	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU596486	Dengue (denv2)	DENV_2/US/BID_V1385/1996	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482554	Dengue (denv2)	DENV_2/US/BID_V1042/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482550	Dengue (denv2)	DENV_2/US/BID_V1038/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU677141	Dengue (denv2)	DENV_2/US/BID_V1424/1996	Henn et al	Direct Submission	Submitted (25-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569709	Dengue (denv2)	DENV_2/US/BID_V1376/1996	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569713	Dengue (denv2)	DENV_2/US/BID_V1395/1997	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569712	Dengue (denv2)	DENV_2/US/BID_V1393/1998	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU677144	Dengue (denv2)	DENV_2/US/BID_V1427/1999	Henn et al	Direct Submission	Submitted (25-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
GQ398270	Dengue (denv2)	DENV_2/PR/2DN/1994	?			Genbank
EU482739	Dengue (denv2)	DENV_2/US/BID_V682/1994	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569706	Dengue (denv2)	DENV_2/US/BID_V1367/1995	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482733	Dengue (denv2)	DENV_2/US/BID_V676/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482728	Dengue (denv2)	DENV_2/US/BID_V597/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955372	Dengue (denv2)	DENV_2/PR/BID_V1406/1997	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU569718	Dengue (denv2)	DENV_2/US/BID_V1401/1997	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569719	Dengue (denv2)	DENV_2/US/BID_V1404/1997	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482729	Dengue (denv2)	DENV_2/US/BID_V598/1999	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482727	Dengue (denv2)	DENV_2/US/BID_V596/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482738	Dengue (denv2)	DENV_2/US/BID_V681/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569703	Dengue (denv2)	DENV_2/US/BID_V1055/1996	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569717	Dengue (denv2)	DENV_2/US/BID_V1399/1997	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569711	Dengue (denv2)	DENV_2/US/BID_V1392/1998	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482565	Dengue (denv2)	DENV_2/US/BID_V1084/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482547	Dengue (denv2)	DENV_2/US/BID_V1034/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569720	Dengue (denv2)	DENV_2/US/BID_V1409/1997	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU569715	Dengue (denv2)	DENV_2/US/BID_V1397/1997	Henn et al	Direct Submission	Submitted (13-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU660400	Dengue (denv2)	DENV_2/US/BID_V1388/1998	Henn et al	Direct Submission	Submitted (17-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU596487	Dengue (denv2)	DENV_2/US/BID_V1394/1998	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955373	Dengue (denv2)	DENV_2/PR/BID_V1408/1997	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU482732	Dengue (denv2)	DENV_2/US/BID_V675/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU677143	Dengue (denv2)	DENV_2/US/BID_V1426/1999	Henn et al	Direct Submission	Submitted (25-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482730	Dengue (denv2)	DENV_2/US/BID_V599/1999	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482557	Dengue (denv2)	DENV_2/US/BID_V1048/1999	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687223	Dengue (denv2)	DENV_2/US/BID_V1462/2000	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687225	Dengue (denv2)	DENV_2/US/BID_V1464/2000	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687222	Dengue (denv2)	DENV_2/US/BID_V1461/2000	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687224	Dengue (denv2)	DENV_2/US/BID_V1463/2000	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687227	Dengue (denv2)	DENV_2/US/BID_V1467/2001	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482722	Dengue (denv2)	DENV_2/US/BID_V591/2002	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687232	Dengue (denv2)	DENV_2/US/BID_V1472/2001	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687228	Dengue (denv2)	DENV_2/US/BID_V1468/2001	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687229	Dengue (denv2)	DENV_2/US/BID_V1469/2001	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687231	Dengue (denv2)	DENV_2/US/BID_V1471/2001	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482593	Dengue (denv2)	DENV_2/US/BID_V854/2001	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482723	Dengue (denv2)	DENV_2/US/BID_V592/2002	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687230	Dengue (denv2)	DENV_2/US/BID_V1470/2001	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687240	Dengue (denv2)	DENV_2/US/BID_V1492/2003	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU677147	Dengue (denv2)	DENV_2/US/BID_V1432/2004	Henn et al	Direct Submission	Submitted (25-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU677146	Dengue (denv2)	DENV_2/US/BID_V1431/2004	Henn et al	Direct Submission	Submitted (25-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687236	Dengue (denv2)	DENV_2/US/BID_V1484/2003	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687199	Dengue (denv2)	DENV_2/US/BID_V1482/2003	Henn et al	Direct Submission	Submitted (01-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687237	Dengue (denv2)	DENV_2/US/BID_V1486/2003	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687238	Dengue (denv2)	DENV_2/US/BID_V1487/2003	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687241	Dengue (denv2)	DENV_2/US/BID_V1493/2003	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687245	Dengue (denv2)	DENV_2/US/BID_V1497/2005	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687242	Dengue (denv2)	DENV_2/US/BID_V1494/2004	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687243	Dengue (denv2)	DENV_2/US/BID_V1495/2004	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687244	Dengue (denv2)	DENV_2/US/BID_V1496/2004	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687214	Dengue (denv2)	DENV_2/US/BID_V1435/2004	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687215	Dengue (denv2)	DENV_2/US/BID_V1436/2004	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687235	Dengue (denv2)	DENV_2/US/BID_V1483/2003	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482552	Dengue (denv2)	DENV_2/US/BID_V1040/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955364	Dengue (denv2)	DENV_2/PR/BID_V1037/2006	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU482549	Dengue (denv2)	DENV_2/US/BID_V1036/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482544	Dengue (denv2)	DENV_2/US/BID_V1031/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482725	Dengue (denv2)	DENV_2/US/BID_V594/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529706	Dengue (denv2)	DENV_2/US/BID_V585/2006	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU529693	Dengue (denv2)	DENV_2/US/BID_V1046/2004	Henn et al	Direct Submission	Submitted (28-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687213	Dengue (denv2)	DENV_2/US/BID_V1434/2004	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482721	Dengue (denv2)	DENV_2/US/BID_V589/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU596489	Dengue (denv2)	DENV_2/US/BID_V1411/2007	Henn et al	Direct Submission	Submitted (27-MAR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482720	Dengue (denv2)	DENV_2/US/BID_V588/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
KF955359	Dengue (denv2)	DENV_2/PR/BID_V586/2006	Zody et al	Direct Submission	Submitted (10-DEC-2013) Broad Institute of MIT & Harvard, 7 Cambridge Center, Cambridge, MA 02142, USA	Genbank
EU482551	Dengue (denv2)	DENV_2/US/BID_V1039/2006	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482545	Dengue (denv2)	DENV_2/US/BID_V1032/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482735	Dengue (denv2)	DENV_2/US/BID_V678/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU482734	Dengue (denv2)	DENV_2/US/BID_V677/1998	Henn et al	Direct Submission	Submitted (11-FEB-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU920829	Dengue (denv2)	FGU_Jun_97	Dussart et al	Dengue virus type 2 evolution in French Guiana through 1993-2006: recombination, selection and migration patterns at light of full-length sequences	Unpublished	Genbank
EU920830	Dengue (denv2)	FGU_Fev_98	Dussart et al	Dengue virus type 2 evolution in French Guiana through 1993-2006: recombination, selection and migration patterns at light of full-length sequences	Unpublished	Genbank
EU920831	Dengue (denv2)	FGU_Aug_98	Dussart et al	Dengue virus type 2 evolution in French Guiana through 1993-2006: recombination, selection and migration patterns at light of full-length sequences	Unpublished	Genbank
EU920835	Dengue (denv2)	FGU_Apr_02	Dussart et al	Dengue virus type 2 evolution in French Guiana through 1993-2006: recombination, selection and migration patterns at light of full-length sequences	Unpublished	Genbank
EU920834	Dengue (denv2)	FGU_Dec_01	Dussart et al	Dengue virus type 2 evolution in French Guiana through 1993-2006: recombination, selection and migration patterns at light of full-length sequences	Unpublished	Genbank
JN819419	Dengue (denv2)	DENV_2/BR/BID_V2377/2000	Henn et al	Direct Submission	Submitted (05-OCT-2011) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
JX073928	Dengue (denv2)	BR_DEN2_01_01	Pereira et al	Complete genome sequence of Dengue virus type 2	Unpublished	Genbank
FJ850085	Dengue (denv2)	DENV_2/BR/BID_V2393/2005	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850082	Dengue (denv2)	DENV_2/BR/BID_V2390/2004	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850074	Dengue (denv2)	DENV_2/BR/BID_V2379/2001	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850078	Dengue (denv2)	DENV_2/BR/BID_V2386/2003	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ850088	Dengue (denv2)	DENV_2/BR/BID_V2396/2006	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU920840	Dengue (denv2)	FGU_Oct_05	Dussart et al	Dengue virus type 2 evolution in French Guiana through 1993-2006: recombination, selection and migration patterns at light of full-length sequences	Unpublished	Genbank
GQ868640	Dengue (denv2)	DENV_2/BR/BID_V2385/2003	?			Genbank
FJ850076	Dengue (denv2)	DENV_2/BR/BID_V2382/2002	Henn et al	Direct Submission	Submitted (20-MAR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
FJ898460	Dengue (denv2)	DENV_2/KN/BID_V2951/2001	Henn et al	Direct Submission	Submitted (06-APR-2009) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU687212	Dengue (denv2)	DENV_2/US/BID_V1387/1998	Henn et al	Direct Submission	Submitted (02-MAY-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU677145	Dengue (denv2)	DENV_2/US/BID_V1428/1999	Henn et al	Direct Submission	Submitted (25-APR-2008) Broad Institute of MIT and Harvard, 320 Charles Street, Cambridge, MA 02141, USA	Genbank
EU920833	Dengue (denv2)	FGU_Jan_00	Dussart et al	Dengue virus type 2 evolution in French Guiana through 1993-2006: recombination, selection and migration patterns at light of full-length sequences	Unpublished	Genbank
EU920832	Dengue (denv2)	FGU_May_99	Dussart et al	Dengue virus type 2 evolution in French Guiana through 1993-2006: recombination, selection and migration patterns at light of full-length sequences	Unpublished	Genbank
AY702035	Dengue (denv2)	Cuba58/97	Rodriguez-Roche et al	Virus evolution during a severe dengue epidemic in Cuba, 1997	Virology 334 (2), 154-159 (2005)	Genbank
AY702034	Dengue (denv2)	Cuba13/97	Rodriguez-Roche et al	Virus evolution during a severe dengue epidemic in Cuba, 1997	Virology 334 (2), 154-159 (2005)	Genbank
AY702039	Dengue (denv2)	Cuba205/97	Rodriguez-Roche et al	Virus evolution during a severe dengue epidemic in Cuba, 1997	Virology 334 (2), 154-159 (2005)	Genbank
AY702038	Dengue (denv2)	Cuba165/97	Rodriguez-Roche et al	Virus evolution during a severe dengue epidemic in Cuba, 1997	Virology 334 (2), 154-159 (2005)	Genbank
